TITLE,"Catullus, Carmina",LOCALDEF
PARCO,64_146,"act sparingly, refrain from, show restraint"
PARENS/1,"23_5, 23_6, 61_51, 61_67, 62_28, 62_58, 62_62, 64_159, 64_210, 64_400, 66_15, 67_1, 67_29, 68_119, 68_142, 101_7",parent
PAREO,62_61,"submit, be obedient"
PARIO/2,"64_282, 66_45, 111_4",give birth to; produce
PARIS/N,68_103,"Paris, son of Priam, seducer of Helen"
PARITER,"57_6, 64_301",equally
PARNASVS/N,64_390,"Parnassus, mt. near Delphi"
PARO/2,"10_20, 10_30, 10_32, 17_2, 32_7, 40_4, 64_331","furnish, supply; obtain"
PARS,"17_18, 60_2, 62_62, 62_63, 62_63, 63_69, 64_251, 64_256, 64_257, 64_258, 64_259, 87_4","part; some; standpoint, side"
PARTHENICE,61_194,"a flower, perh. the white camomile"
PARTHVS/A,11_6,"Parthians, members of an Iranian tribe south of the Caspian Sea"
PARTICEPS/2,55_22,"participant, sharer"
PARVM/2,"16_4, 16_8, 29_16, 29_16, 61_176, 61_197, 62_58, 72_8",too little; not at all
PARVVLVS,61_216,little (dim. of parvus)
PARVVS/2,"23_25, 28_12, 38_4, 43_1, 55_3, 66_26, 95_9",little
PASITHEA/N,63_43,"one of the three Graces, wife of Somnus"
PASSER,"2_1, 3_3, 3_4, 3_15, 3_16","sparrow or blue rock–thrush, a common domestic pet in Italy"
PASSIM,"64_66, 64_254, 64_277, 64_358","dispersedly, all over the place"
PATEFACIO,68_67,"make open, open up"
PATEO,"15_18, 28_6, 64_185",be open; show as entered (in accounts)
PATER,"17_13, 21_1, 23_3, 33_2, 33_3, 33_6, 61_219, 61_221, 62_60, 62_61, 62_63, 64_21, 64_180, 64_241, 64_298, 64_387, 67_23, 72_4",father
PATERNVS,"29_17, 64_246, 68_143",of a father; paternal
PATHICVS,"16_2, 57_2, 112_2","a pathic or catamite, one who submits to anal sex"
PATIOR,"29_1, 42_5, 63_81, 64_199, 64_408","undergo, suffer, be subjected to; bear, put up with, tolerate, let, allow"
PATRIA,"63_49, 63_50, 63_50, 63_55, 63_59",fatherland
PATRIMONIVM,29_22,"estate, fortune"
PATRIVS,64_132,"of one's father or fathers; paternal, ancestral"
PATRONA,1_9,"patron or patroness, guardian, protector, supporter, sponsor"
PATRONVS,49_7,"patron or patroness, guardian, protector, supporter, sponsor"
PATRVVS/1,"74_1, 74_3, 74_4, 74_6, 74_6, 78_6, 78_6, 88_3, 89_3, 111_4",paternal uncle
PAVCI,"11_15, 13_2",a few
PAVLO,"66_51, 68_131","to only a small extent, slightly, a little"
PAVLVM/1,38_7,a little bit
PAVLVM/2,10_25,for a little while
PAX,66_71,peace
PECCATVM,44_17,"error, mistake, offense"
PECCO,67_11,err; do wrong
PECTVS,"44_7, 55_11, 61_177, 63_45, 64_64, 64_69, 64_72, 64_123, 64_125, 64_138, 64_194, 64_198, 64_202, 64_208, 64_221, 64_339, 64_351, 64_383, 66_24, 66_74, 76_22","breast, chest; soul, heart, mind"
PECVS/1,"62_40, 63_13, 63_77","livestock, cattle"
PEDITVM,54_3,a fart
PEGASEVS/N,58_b_2,of the winged horse Pegasus
PEIERO,52_3,"swear falsely, perjure oneself"
PELAGVS,"63_16, 63_88, 64_127, 64_185",the sea
PELEVS/N,"64_19, 64_21, 64_26, 64_301, 64_336, 64_382, 64_278","son of Aeacus, mortal spouse of Thetis, father of Achilles"
PELIACVS/N,64_1,of Peleus; of Mt. Pelion
PELLIS,64_5,"pelt, skin, hide, fleece"
PELLO,"61_14, 63_41, 64_58, 64_239, 64_272, 64_320","push; strike, beat; drive, drive off"
PELLVCEO,68_57,transmit or emit light; shine
PELLVCIDVLVS,69_4,"transparent, translucent"
PELOPS/N,64_346,"son of Tantalus, father of Atreus and Thyestes"
PENATES,"9_3, 64_404","household gods, the tutelary gods of the Roman pantry"
PENDEO,"64_70, 64_297, 67_21","hang; depend, rely"
PENEIDES/N,64_287,daughter of Peneus
PENELOPEVS/N,61_230,descended from Penelope
PENETRALIS,68_102,situated at the inside of a house; innermost
PENETRO,11_2,"w/ in + acc., make one's way into, penetrate"
PENEVS/N,"64_285, 68_109","river that flows through the vale of Tempe in Thessaly, and its eponymous river–god"
PENIS,"15_9, 25_3",tail; penis
PENITVS/2,"61_178, 62_14, 66_23, 95_5, 102_2",from within; far away; deeply
PENNA,66_53,wing
PENNIPES,58_b_3,"that has wings on his feet , wing–footed "
PER,"3_11, 4_18, 10_34, 17_9, 50_6, 52_3, 63_32, 64_2, 64_127, 66_46, 66_55, 68_60, 101_1, 101_1",through (+ acc.)
PERAEQVE,6_9,"uniformly, equally"
PERAMBVLO,29_7,walk around in; make a tour of
PERCELLO,"68_114, 64_364","strike down, kill"
PERCVRRO,"15_19, 67_33",run through quickly
PERDEPSO,74_3,"knead thoroughly; (metaph.) screw, have sex with"
PERDITVS,"45_3, 104_3, 8_2, 42_14, 64_70, 64_177, 91_2",ruined; depraved
PERDO,"14_5, 29_24, 51_16, 75_2, 98_5","ruin, spoil"
PERDVCO,109_5,conduct
PEREDO/2,58_b_9,"eaten up, worn away, wasted"
PEREGRINVS/2,31_8,foreign
PERENNIS,1_10,"constant, enduring"
PEREO/1,"8_2, 14_14, 45_5, 66_48, 68_23, 68_95, 71_6, 76_9","vanish; be done in,perish, die; (hyperb.) suffer intensely, be in big trouble"
PERFERO,8_11,"carry on, endure"
PERFIDIA,64_322,"treachery, lying, perfidy"
PERFIDVS/1,"30_3, 64_132, 64_133, 64_174","treacherous, perfidious"
PERFVNDO/2,"64_330, 64_399","pour through, drench, suffuse, imbue"
PERGO,"61_27, 61_200",proceed
PERHIBEO,"64_76, 64_124","present, bestow; say, hold, maintain, give out"
PERICVLVM,"23_11, 61_87","a test; danger, peril"
PERIVRIVM,"64_135, 64_148","a breach of oath, flase oath, perjury"
PERIVRVS,64_346,"oath breaking, perjured, treacherous"
PERMISCEO,"64_360, 64_405","blend thoroughly, mix up"
PERMVLCEO,"64_162, 64_284","caress, soothe, refresh"
PERNICIES,"27_6, 76_20","ruin, bane"
PERNICITER,62_8,"nimbly, with quick motion of the legs"
PERNIX,2_b_2,"leggy, long–legged"
PERNVMERO/1,7_11,"fully enumerate, count out"
PERPETIOR,68_6,undergo; allow
PERPETVVS,"5_6, 101_10, 109_2","continual, everlasting, perpetual"
PERSAE/N,90_4,a Persian or Parthian
PERSAEPE,64_340,very often
PERSCRIBO,22_5,"write out in full, finish writing"
PERSEQVOR,"42_6, 61_103","follow persistently, catch up with, pursue, harass, seek requital or restitution"
PERSEVS/N,58_b_3,"son of Zeus and Danaë, hero who killed the Gorgon and rescued Andromeda"
PERSICVS/N,90_2,Persian
PERSOLVO,64_297,pay
PERSPICIO,"50_17, 100_6","inspect thoroughly; discern, recognize"
PERTVNDO,32_11,"beat or bore a hole through, perforate"
PERVENIO,40_5,come
PERVIGILO,"68_8, 88_2",stay awake all night
PERVINCO,76_15,"prevail over, overcome"
PERVOLVO,95_6,go on unwinding (a book scroll)
PERVRO,77_3,burn up
PES,"4_21, 10_22, 14_22, 15_18, 17_9, 43_2, 46_8, 61_10, 61_14, 61_115, 61_167, 63_2, 63_30, 63_52, 63_86, 64_67, 64_112, 64_277, 64_318, 65_6, 68_70",foot; (poet.) a metrical foot; (naut.) the line or sheet by which each of the two lower corners of a square sail is made fast to the ship
PESTILENS,26_5,"unhealthy, noxious, pernicious"
PESTILENTIA,44_12,"plague, pestilence"
PESTIS,"64_76, 69_9, 76_20, 77_6","physical destruction; plague, affliction, bane"
PETITOR,44_11,one who tries to obtain something; a candidate for office
PETO,"15_2, 28_13, 61_47, 61_152, 61_153, 63_14, 64_178, 64_241, 66_86, 68_10, 68_14, 68_39, 70_2",seek
PHAETHON/N,64_291,"son of the sun–god Helios, who lost control of his father's chariot"
PHARSALIA/N,64_37,town of Phrasalia
PHARSALIVS/N,64_37,of or at Pharsalus
PHASELVS,"4_1, 4_10, 4_15","a light ship, so–called because of its resemblance to a green bean"
PHASIS/N,64_3,"a river in Colchis, flowing into the eastern end of the Black Sea; city at the mouth of Phasis R.; by metonymy, Colchis"
PHOEBVS/N,64_299,"Phoebus Apollo, twin brother of Diana"
PHRYGIA/N,63_71,"of Phrygia, Phrygian"
PHRYGIVS/A,"46_4, 61_18, 63_2, 63_20, 63_20, 64_344","of Phrygia, Phrygian"
PHRYX/N,63_22,Phrygian
PHTHIOTICVS/N,64_35,of or in the region of Pthiotis in the southeast of Thessaly
PIETAS,"64_386, 67_29, 76_26",dutiful respect
PIGER,63_37,"sluggish, torpid, lazy"
PIGNVS,44_4,"anything given as security or risked in a bet: pledge, stake"
PILA/2,37_2,"pillar, column"
PILEATVS,37_2,wearing a felt cap (pilleus)
PILOSVS,"16_10, 33_7","hairy, shaggy"
PILVS/1,"10_13, 17_17",a hair; something of no value or significance
PINEVS,"61_15, 64_10",of pinewood
PINGVIS,"39_11, 62_3, 68_110, 90_6","fath, rich"
PINVS,"64_1, 64_106",pine tree
PIPIO/2,3_10,chirp
PIPLEIVS/N,105_1,"of Pi(m)pla, a place or spring in Pieria associated with the muses"
PIRAEEVS/N,64_74,"the Piraeus, port of Athens"
PISAVRVM/N,81_3,"an Umbrian town on the Adriactic coast, mod. Pesaro"
PISCIS,114_3,fish
PISO/N,"28_1, 47_2",cognomen of the Gens Calpurnia
PISTRINVM,97_10,mill
PITVITA,23_17,"mucus, phlegm"
PIVS,"16_5, 39_4, 68_79, 68_154, 73_2, 76_2","dutiful, conscientious, upright"
PLACEO,"30_4, 34_21, 56_6, 67_9, 68_77, 93_1",be pleasing to
PLACIDVS,64_269,"quiet, peaceful"
PLACO,66_90,"cause to be favorably disposed, conciliate, appease"
PLANGO,64_261,"beat, strike"
PLANGOR,64_273,a beating or slapping action
PLANTA,68_71,sole of the foot
PLATANVS,64_290,plane tree
PLATEA/1,15_7,street
PLECTO/2,64_283,"plait, twine"
PLENVS,"13_8, 36_19, 44_12, 89_3",full
PLOXEMVM,97_6,the body of a carriage
PLVMBVM,22_8,"lead, used for drawing lines"
PLVMIPES,58_b_5,having feathers on the feet
POCVLVM,64_45,cup
PODAGRA,"71_2, 71_6","gout, a painful inflammation of the joints of the foot"
POEMA,"22_15, 22_16, 50_16",poem
POENA,"40_8, 50_20, 64_77, 64_192, 64_295, 99_15",penalty
POETA,"14_5, 14_23, 16_5, 35_1, 36_6, 49_5, 49_6",poet
POLIO/2,64_48,polish
POLLEX,64_313,thumb
POLLICEOR,"66_10, 66_34","offer, promise"
POLLIO/N,12_6,"a Roman cognomen, e.g., of C. Asinius Pollio"
POLLVO,62_46,"stain, soil, make ritually impure"
POLLVX/N,68_65,"son of Tyndarus and Leda, brother of Castor and fellow–patron of sailors"
POLYXENIVS/N,64_368,"of Polyxena, Priam's daughter, sacrificed at Troy to appease the shade of Achilles"
POMPEIVS/N,113_1,"Roman nomen gentile, e.g., of Cn. Pompeius Magnus, Caesar's chief rival for power until his death in 48 B.C."
PONDVS,"62_51, 63_5",weight
PONO,"63_55, 66_64, 67_32, 68_39","put, place; provide"
PONS,"17_1, 17_5, 17_8, 17_23",bridge
PONTICVLVS,17_3,bridge (dim. of pons)
PONTICVS/N,"4_9, 4_13, 29_18",of or on the Black Sea
PONTVS,"36_11, 64_179",sea
POPLES,64_370,the knee
POPVLVS/1,"15_6, 33_7, 67_12, 67_39, 68_60, 81_1, 95_10, 108_1","the people; the public, people in general; populace"
PORCIVS/N,47_1,name of a Roman gens
PORRIGO/2,"61_218, 67_6",stretch out
PORRO,"45_3, 68_45",straight on; hereafter
PORTA,15_18,city gate; place of entry or exit
PORTO,"64_83, 64_135, 64_279, 64_328, 66_13",carry
PORTVS,64_211,"harbor, port"
POSCO,41_2,demand (esp. money)
POSSIDEO,115_4,have (land) in one's control; hold as property
POSSVM/1,"2_9, 5_4, 5_12, 6_3, 7_12, 10_20, 10_23, 16_9, 22_20, 23_4, 23_23, 29_1, 29_1, 29_21, 33_8, 42_5, 42_14, 42_16, 42_23, 61_61, 61_63, 61_68, 62_21, 64_136, 64_160, 64_377, 67_17, 67_28, 68_41, 68_84, 68_149, 73_2, 76_7, 81_1, 84_4, 87_1, 91_4, 96_2, 97_11, 98_3, 99_5, 104_1, 104_3, 104_3, 107_8, 109_3, 116_2",to be able
POST/2,"4_10, 49_3, 64_274, 64_322, 64_278, 64_294, 95_1, 95_2","prep w/ acc. adv. behind; later, afterward"
POSTHAC,"24_3, 65_11, 99_16",hereafter
POSTILLA,84_9,"afterwards, after that time"
POSTMODO,30_12,later
POSTQVAM,"11_23, 50_14, 64_202, 64_267, 64_303, 64_397, 67_6, 84_11","conj., after"
POSTREMVS,"64_191, 101_3",final
POSTVLO,66_42,"demand; claim, assert"
POSTVMIVS/N,"27_3, 67_35",name of a Roman gens
POTENS,"34_15, 61_156, 100_8",powerful
POTIOR,64_402,get possession of
POTIS,"17_24, 29_23, 45_5, 65_3, 67_11, 72_7, 76_16, 76_16, 76_24, 98_1, 115_3","indecl. adj., having the power, able; possible"
POTIVS,"64_82, 64_150, 66_92, 100_5, 111_3","more, more than, rather"
PRAE/1,"64_34, 72_2","prep. w/ abl., before, in front of; in comparison with"
PRAECEPS/2,"17_9, 40_2, 64_244, 65_23, 68_59, 105_2",plunging headfirst; headlong; sudden
PRAECEPTVM,64_159,"advice, precept; instruction, order"
PRAECERPO,64_353,cull or reap ahead
PRAECINGO,64_89,"encircle, stand around"
PRAECIPVE,"68_128, 117_3","peculiarly, especially"
PRAECO,106_1,crier; auctioneer
PRAEDA,"29_18, 64_153, 64_362","booty, prey"
PRAEDICO/1,39_21,"proclaim, declare, announce"
PRAEFOR,64_382,say by way of preface
PRAEGESTIO/2,64_145,"have an overpowering desire, be especially eager for"
PRAEMIVM,"64_102, 64_157, 66_86","payment, offering, prize, reward"
PRAEOPTO,64_120,"prefer, choose in preference"
PRAEPONO,"47_4, 81_5",place in front; give preference to
PRAEPORTO,64_194,"carry before one, carry in front"
PRAERVMPO,"64_126, 64_297",to break off
PRAESENS,"64_384, 64_396, 83_1","face to face, in person, present"
PRAESERTIM,10_12,"especially, particularly"
PRAESES,61_72,guardian
PRAESTO/2,64_137,"available, ready"
PRAETER/2,37_17,"prep., conj. beyond"
PRAETEREA,"64_184, 67_45, 97_7, 99_11","besides, moreover"
PRAETEREO/1,"4_4, 11_23, 15_8","go beyond, pass"
PRAETERQVAM,81_3,"conj., except as; beyond, except"
PRAETEXTATVS,61_182,a boy wearing the child's bordered toga
PRAETOR,"10_10, 10_13, 28_8","commander; magistrate, governor"
PRAETREPIDO,46_7,tremble in anticipation
PRAEVERTO,64_341,"outstrip, outrun"
PRANDEO,32_10,"eat one's morning or midday meal, to lunch"
PRATVM,"11_22, 114_3, 115_1, 115_5",meadow
PRECOR,23_26,"ask for, beg; implore"
PREHENDO,55_7,take hold of; accost
PREMO,66_69,"press, weigh down"
PRETIVM,"77_2, 110_2",price; cost
PREX,"50_18, 68_65, 116_6","prayer, entreaty"
PRIAPVS/N,"47_4, 117_1, 117_2","phallic fertility god, used in gardens to keep off birds and thieves"
PRIMAEVVS,64_401,youthful
PRIMO,68_158,"at first, in the first place; at the beginning"
PRIMORIS,68_87,"chiefs, captains, leading men"
PRIMVM,"64_56, 64_223, 64_243, 64_272, 67_19, 68_15, 108_3, 113_1","first, for the first time; quam primum: as soon as possible"
PRIMVS,"2_3, 29_17, 64_11, 64_116, 64_171",first; the tip of
PRINCEPS/2,64_278,"first, earliest"
PRINCIPIVM,"66_49, 68_157",first of all
PRIOR,"21_8, 67_20, 76_1",former
PRISCVS,"64_50, 64_159, 101_7","ancient, olden, old–fashioned, archaic"
PRISTINVS,66_38,ancient; previous
PRIVS,"4_25, 51_15, 61_208, 64_189, 64_209, 64_238, 64_317","before, earlier"
PRIVSQVAM,"62_29, 64_91, 66_80, 68_81, 62_29, 64_92, 66_82",before; until; sooner than
PRO/1,"31_11, 36_2, 37_13, 64_81, 64_152, 64_157, 66_33, 66_37, 68_150, 76_26","prep. w/ abl., in front of; on behalf of; in return for; in capacity of"
PROBE,22_1,well
PROBRVM,"61_103, 91_4","disgrace, scandal"
PROBVS,42_24,"good, virtuous"
PROCAX,61_126,"importunate, impudent, licentious"
PROCEDO/1,64_273,move forward
PROCELLA,"25_4, 64_59","storm, gale"
PROCERVS,"64_261, 64_289","tall, long"
PROCLIVVS,64_270,"downward sloping, (of whitecaps at sea) tumbling forward or down"
PROCREO,60_3,"procreate, engender, beget"
PROCVL,"63_92, 64_60, 64_108, 64_275",far off; to a great distance
PROCVMBO,64_389,bend or fall forward
PROCVRRO,"64_128, 65_20",run forward; roll forth
PRODEO/1,"61_95, 61_96, 61_100, 61_110, 61_120, 88_7",come or go forward; advance
PRODO,"30_3, 64_190","thrust out; give up, abandon, betray"
PROELIVM,66_20,battle (sing. & pl.)
PROFANVS,64_260,not dedicated to religious use; not initiated into a cult
PROFERO,64_196,bring forth; utter
PROFICIO,"42_21, 42_23","make headway, gain results"
PROFICISCOR,"45_19, 46_10","set out, proceed"
PROFVNDO/2,64_202,pour forth
PROFVNDVS,17_11,"deep, bottomless"
PROGENIES,"34_6, 64_23_b, 66_44","offspring, progeny"
PROGNATVS,64_1,"born, produced"
PROICIO,"55_19, 64_82, 64_370","fling forth, throw forward; renounce"
PROMETHEVS/N,64_294,the Titan who stole fire for mankind and warned Zeus not to have a child by Thetis
PROMISSVM,"64_59, 64_139",a promise; a thing promised; prize
PROMITTO,"64_104, 64_146, 109_3, 110_3, 110_5","send forth; undertake, promise, guarantee"
PRONVS,"17_23, 62_51, 64_40, 64_109, 64_313, 65_23, 68_59","leaning forward, angling or sloping toward the ground; sloping; face down, prone; flat"
PROPE/2,"64_167, 34_7, 63_88, 68_98, 68_109, 66_94","adv. & prep. w/ acc., near"
PROPERIPES,63_34,swift footed
PROPERO,"63_30, 68_101",hurry
PROPINQVVS,41_5,"neighbor; kinsman, relative"
PROPONO,"99_15, 109_1","expose to view, set forth, offer, propound, propose"
PROPONTIS/N,4_9,"the Propontis or Sea of Marmora, between the Black Sea and the Aegean"
PROPRIE,107_2,"properly; particularly, especially; in the strictest or truest sense"
PROPTER/2,64_281,"adv. & prep. w/ acc., near"
PROSCINDO,64_12,plow
PROSEQVOR,59_4,escort; chase after
PROSILIO,"65_22, 68_58",rush forth; jump up suddenly
PROSPECTO,"64_52, 64_249",gaze out
PROSPECTVS,64_241,"view, prospect"
PROSPER,64_237,"agreeable to one's wishes, prosperous"
PROSPICIO,"64_61, 64_62",look forth or out
PROSTERNO,"64_110, 64_355","lay low, strike down"
PROSTITVO,110_8,to prostitute
PROSVM/1,10_8,"to be of use, help, or profit"
PROTELVM,56_7,a team of draft animals such as oxen
PROTENDO,"66_10, 64_127",stretch out; extend forward over a distance
PROTESILAEVS/N,68_74,of or belonging to Protesilaus
PROVINCIA,"10_19, 43_6","province, a unit of Roman colonial administration, e.g., Bithynia"
PRVRIO,"16_9, 88_2","itch, tingle; have a sexual craving, be sexually excited"
PVBES/1,"64_4, 64_267, 68_101",the adult male population; manpower
PVDENS,15_2,"proper, decent, modest"
PVDENTER,15_13,"properly, decently, modestly"
PVDEO,6_5,"to make ashamed, cause embarrassment"
PVDICITIA,61_224,"chastity, sexual fidelity"
PVDICVS,"15_5, 16_4, 16_8, 21_12, 42_24, 76_24, 110_5","chaste, decent, sexually modest"
PVDOR,61_83,"a sense of shame; decency, modesty"
PVELLA,"2_1, 2_b_1, 3_3, 3_4, 3_7, 3_17, 8_4, 8_7, 8_12, 10_16, 10_27, 11_15, 13_4, 13_11, 17_14, 17_15, 34_2, 34_4, 35_8, 35_16, 36_2, 36_9, 37_4, 37_11, 41_1, 41_3, 41_5, 41_7, 43_1, 55_10, 55_17, 56_5, 62_23, 62_42, 62_44, 62_47, 64_97, 64_379, 69_8, 78_4, 78_b_1, 89_3",girl; young woman; girlfriend
PVELLVLA,"57_9, 61_57, 61_182, 61_188","little girl; by extension, a maiden of marriageable age (dim. of puella)"
PVER,"12_9, 15_5, 15_10, 16_10, 17_12, 21_11, 27_1, 34_2, 34_3, 45_11, 61_121, 61_128, 61_131, 62_42, 62_44, 62_47, 63_63, 64_95, 78_4, 106_1","boy; colloq., of a friend; slave"
PVERPERA,34_14,a woman in childbirth
PVERPERIVM,67_48,birth of a child; delivery
PVGILLAR,42_5,a set of writing tablets
PVGNO,"37_13, 62_59, 62_60, 62_64",fight
PVLCHER,"61_88, 61_198, 64_28, 68_105, 79_1, 79_3, 86_5","beautiful, handsome, lovely"
PVLCHRE,"23_5, 23_8, 57_1, 57_10","beautifully, handsomely"
PVLVINAR,"64_47, 64_266",a couch on which images of gods were placed at a banquet offered to the gods
PVLVINVS,6_9,"cushion, pillow"
PVLVIS,"61_206, 64_224, 66_85",dust; sand
PVMEX,"1_2, 22_8","pumice or any similar volcanic rock, used to smooth the ends of book–rolls"
PVPPIS,"64_6, 64_172","the stern or poop of a boat; by metonymy, boat, ship"
PVPVLA,63_56,a little girl; the pupil of the eye
PVPVLVS,56_5,a little boy
PVRGO,"64_39, 99_5","clean, clear out; (refl.) apologize, excuse"
PVRITER,"39_14, 76_19",in a pure manner
PVRPVRA,64_49,a shellfish yielding a purple dye; purple dye; any purple–dyed cloth
PVRPVREVS,"45_12, 64_163, 64_275, 64_308",purple
PVRVS,"23_19, 68_15, 78_b_1, 78_b_1","clean, pure; plain, unembellished"
PVSILLVS,"37_16, 54_1",puny
PVTIDVS,"17_10, 42_11, 42_12, 42_19, 42_20, 98_1","rotten; foul, stinking"
PVTO,"1_4, 12_4, 15_13, 16_3, 16_13, 22_4, 22_12, 23_25, 37_3, 37_5, 37_7, 37_9, 42_3, 42_15, 65_18, 68_12, 73_2, 91_3, 97_1, 97_11, 102_4",think
PVTRIDVS,64_351,"rotten, decaying, withered"
QVA/1,"15_11, 117_2, 117_2","indef. adv. w/lubet, in whatever way; wherever"
QVACVMQVE/1,"64_43, 67_13",wherever
QVADRAGINTA,115_2,"indecl. num. adj., forty"
QVADRIVIVM,58_4,a crossroads
QVAERITO,58_b_10,"ask, ask for, seek"
QVAERO,"7_1, 42_7, 47_7, 55_3, 64_253, 66_49, 67_17, 67_27, 76_23","ask, ask for, seek"
QVAESO,"10_25, 103_3","ask, pray, request; w/ imper., please"
QVALIBET,"40_6, 76_14",by any means at all; somehow or other
QVALIS/1,"61_17, 61_228, 64_89, 64_200, 64_247, 64_269, 64_336, 64_336, 65_13, 68_57, 68_109, 97_7, 41_8, 64_97, 64_177",(interr) of what kind; (rel.) such as
QVALISCVMQVE/2,1_9,"rel. adj., of whatever sort or quality; (in a depreciatory sense) such as it is, for whatever it is worth"
QVAM/1,"2_b_1, 3_7, 7_3, 7_7, 10_32, 17_20, 24_6, 45_22, 57_8, 58_3, 64_82, 64_151, 64_190, 66_75, 68_128, 68_153, 70_2, 73_6, 79_2, 95_2, 110_7, 111_4, 31_4, 31_4, 68_79","interr. & rel. to which extent or degree; how; as, than"
QVAMPRIMVM,64_236,as soon as possible
QVAMQVAM/2,"66_69, 67_10",rel although
QVAMVIS/1,"12_5, 103_2, 35_8, 74_5, 91_7","rel. to any degree you like, as much as can be; concessive w/ subjunctive, even tough"
QVANDO/1,84_1,"indef. adv. following si, at any time"
QVANDOQVIDEM,"33_6, 40_7, 64_218, 101_5",rel. since
QVANTVM/3,"3_2, 9_10, 28_11, 88_5, 88_4, 8_5, 15_12, 37_12, 45_5, 68_53, 84_4, 87_2, 96_6",rel. as much as
QVANTVS/1,"49_7, 64_100, 87_4, 61_117, 64_99, 68_42","interr. or rel. adj., how much, how great, pl. how many"
QVANTVSVIS,89_6,as much or as many as you could wish
QVARE/1,"1_8, 6_15, 12_10, 21_12, 35_7, 39_9, 44_16, 61_26, 62_17, 64_192, 64_372, 64_407, 68_27, 68_147, 69_9, 72_5, 76_10, 107_3, 114_5, 23_15, 67_7, 69_1, 80_1, 85_1, 89_4, 89_6","interr. & rel. how? for what reason? on account of which thing; wherefore, therefore"
QVASI/1,30_8,"as if, just as if, as though; as it were; about"
QVASSO,44_14,shake repeatedly
QVATIO,"6_10, 61_15, 61_78, 61_99, 63_10, 63_83, 64_105, 64_256, 64_305",shake
QVE,"3_1, 3_6, 4_8, 4_8, 4_26, 5_2, 6_9, 6_10, 6_11, 6_15, 7_2, 9_4, 9_4, 9_6, 9_8, 9_9, 11_11, 11_12, 11_17, 13_12, 14_b_2, 15_9, 15_10, 15_14, 15_17, 15_19, 15_19, 17_4, 17_9, 17_9, 17_10, 17_11, 22_3, 22_17, 23_17, 23_22, 24_9, 25_3, 25_4, 25_7, 25_7, 25_10, 28_3, 28_5, 28_14, 28_15, 29_24, 30_9, 31_1, 31_3, 31_4, 31_10, 31_13, 32_7, 32_11, 32_11, 33_5, 34_4, 34_10, 34_11, 34_12, 34_22, 35_4, 35_6, 35_9, 36_3, 36_5, 36_12, 36_13, 36_13, 36_14, 36_14, 36_15, 36_16, 37_1, 37_14, 38_4, 41_6, 42_22, 44_7, 44_15, 45_6, 45_15, 45_22, 45_24, 46_5, 47_2, 49_2, 49_3, 50_8, 50_13, 50_18, 51_14, 53_4, 56_2, 57_2, 57_2, 58_b_4, 58_b_5, 58_b_6, 61_11, 61_36, 61_168, 61_207, 63_3, 63_10, 63_16, 63_41, 63_46, 63_46, 63_73, 63_77, 63_84, 63_88, 64_13, 64_25, 64_30, 64_36, 64_85, 64_96, 64_96, 64_109, 64_152, 64_191, 64_201, 64_201, 64_206, 64_226, 64_235, 64_253, 64_264, 64_273, 64_275, 64_290, 64_298, 64_300, 64_310, 64_316, 64_331, 64_345, 64_348, 64_351, 64_398, 66_40, 66_40, 66_45, 66_55, 67_2, 67_5, 68_1, 68_10, 68_48, 68_54, 68_56, 68_68, 68_68, 68_89, 73_4, 76_8, 76_8, 76_11, 76_20, 89_2, 89_2, 89_3, 89_3, 90_1, 95_2, 97_3, 99_12, 102_3, 107_1, 109_2, 114_3, 115_5, 115_5, 117_1, 117_2","enclitic conj., and"
QVEO,"61_66, 61_72, 61_73, 64_166, 75_3",to be able
QVERCVS,64_106,an oak tree
QVERELA,"64_130, 64_195, 64_223, 66_19","complaint, protest, lament"
QVEROR,63_61,"complain, protest"
QVESTVS,"62_36, 64_170","complaint, protest"
