TITLE,PRINCIPAL_PARTS,PRINCIPAL_PARTS_NO_DIACRITICALS,SIMPLE_LEMMA,SHORT_DEFINITION,LONG_DEFINITION,PART_OF_SPEECH,LOGEION_LINK,ROW_FILTERS,CONJUNCTION,DECLENSION,PROPER,REGULAR,STOPWORD
ΚΤΥΠΟΣ,κτύπος –ου ὁ,κτυπος -ου ο,κτυπος,"any loud noise, a crash","any loud noise, a crash",Noun,http://logeion.uchicago.edu/index.html#κτύπος,,,2,,,
ΚΥΑΜΟΣ,κύαμος –ου ὁ,κυαμος –ου ο,κυαμος,a bean,a bean,Noun,http://logeion.uchicago.edu/index.html#κύαμος,,,2,,,
ΚΥΑΝΕΑΙ,Κυάνεαι –ων αἱ,Κυανεαι –ων αι,Κυανεαι,dark rocks,two small islands at the entrance of the Euxine,Noun,http://logeion.uchicago.edu/index.html#Κυάνεαι,,,1,,,
ΚΥΑΝΕΟΣ,κυάνεος –α –ον,κυανεος –α –ον,κυανεος,"dark-blue, glossy-blue","dark-blue, glossy-blue",Adjective,http://logeion.uchicago.edu/index.html#κυάνεος,,,1,,,
ΚΥΑΝΟΠΕΖΑ,κυανόπεζα (fem. only),κυανοπεζα (fem. only),κυανοπεζα,with feet of κύανος,with feet of κύανος,Adjective,http://logeion.uchicago.edu/index.html#κυανόπεζα,,,1,,,
ΚΥΑΝΟΠΕΠΛΟΣ,κυανόπεπλος –ον,κυανοπεπλος –ον,κυανοπεπλος,dark-veiled,dark-veiled,Adjective,http://logeion.uchicago.edu/index.html#κυανόπεπλος,,,1,,,
ΚΥΑΝΟΠΡΩΙΡΕΙΟΣ,κυανοπρῴρειος –ον,κυανοπρῳρειος –ον,κυανοπρῳρειος,"with dark-blue prow, dark-prowed","with dark-blue prow, dark-prowed",Adjective,http://logeion.uchicago.edu/index.html#κυανοπρῳρειος,,,1,,,
ΚΥΑΝΟΠΡΩΙΡΟΣ,κυανόπρῳρος –ον,κυανοπρῳρος –ον,κυανοπρῳρος,"with dark-blue prow, dark-prowed","with dark-blue prow, dark-prowed",Adjective,http://logeion.uchicago.edu/index.html#κυανόπρῳρος,,,1,,,
ΚΥΑΝΟΣ,κύανος –ου ὁ,κυανος –ου ο,κυανος,"cyanus, a dark-blue substance","cyanus, a dark-blue substance",Noun,http://logeion.uchicago.edu/index.html#κύανος,,,2,,,
ΚΥΑΝΟΧΑΙΤΗΣ,κυανοχαίτης –ου,κυανοχαιτης –ου,κυανοχαιτης,dark-haired,dark-haired,Adjective,http://logeion.uchicago.edu/index.html#κυανοχαίτης,,,1,,,
ΚΥΑΝΩΠΙΣ,κυανῶπις –ιδος,κυανωπις –ιδος,κυανωπις,dark-looking,dark-looking,Adjective,http://logeion.uchicago.edu/index.html#κυανῶπις,,,3,,,
ΚΥΑΞΑΡΗΣ,Κυαξάρης ὁ,Κυαξαρης ὁ,Κυαξαρης,Cyaxares,Cyaxares,Noun,http://logeion.uchicago.edu/index.html#Κυαξάρης,,,1,T,,
ΚΥΒΕΡΝΑΩ,κυβερνάω κυβερνήσω ἐκυβέρνησα ––– ––– –––,κυβερναω κυβερνησω εκυβέρνησα ––– ––– –––,κυβερναω,to act as pilot,to act as pilot,Verb,http://logeion.uchicago.edu/index.html#κυβερνάω,,,,,,
ΚΥΒΕΡΝΗΤΗΣ,κυβερνήτης –ου ὁ,κυβερνητης –ου ο,κυβερνητης,"a steersman, helmsman, pilot","a steersman, helmsman, pilot",Noun,http://logeion.uchicago.edu/index.html#κυβερνήτης,,,1,,,
ΚΥΒΙΣΤΑΩ,κυβιστάω κυβιστήσω ἐκυβίστησα,κυβισταω κυβιστήσω εκυβίστησα,κυβισταω,"to tumble head foremost, tumble","to tumble head foremost, tumble",Verb,http://logeion.uchicago.edu/index.html#κυβιστάω,,,,,,
ΚΥΒΙΣΤΗΤΗΡ,κυβιστητήρ –ῆρος ὁ,κυβιστητηρ –ηρος ο,κυβιστητηρ,a tumbler,a tumbler,Noun,http://logeion.uchicago.edu/index.html#κυβιστητήρ,,,3,,,
ΚΥΒΟΣ,κύβος ὁ,κυβος ο,κυβος,dice,dice,Noun,http://logeion.uchicago.edu/index.html#κύβος,,,2,,,
ΚΥΔΑΖΩ,κυδάζω ––– ––– ––– ––– –––,κυδαζω ––– ––– ––– ––– –––,κυδαζω,to revile,to revile,Verb,http://logeion.uchicago.edu/index.html#κυδάζω,,,,,,
ΚΥΔΑΘΗΝΑΙΕΥΣ,Κυδαθηναιεύς –έως,Κυδαθηναιευς,Κυδαθηναιευς,of the deme Cydathenaeum ,of the deme Cydathenaeum ,Adjective,http://logeion.uchicago.edu/index.html#Κυδαθηναιευς,,,2,T,,
ΚΥΔΑΙΝΩ,κυδαίνω κυδανῶ ἐκύδηνα,κυδαινω κυδανω εκυδηνα,κυδαινω,to give,to give,Verb,http://logeion.uchicago.edu/index.html#κυδαίνω,,,,,,
ΚΥΔΑΛΙΜΟΣ,κυδάλιμος [–η] –ον,κυδαλιμος [–η] –ον,κυδαλιμος,"glorious, renowned, famous","glorious, renowned, famous",Adjective,http://logeion.uchicago.edu/index.html#κυδάλιμος,,,1,,,
ΚΥΔΑΝΤΙΔΗΣ,Κυδαντίδης –ου,Κυδαντιδης ,Κυδαντιδης,of the deme Cydantidae ,of the deme Cydantidae ,Adjective,http://logeion.uchicago.edu/index.html#Κυδαντιδης,,,3,T,,
ΚΥΔΑΝΤΙΔΗΣ ,Κυδαντίδης ,Κυδαντιδης,Κυδαντιδης,of the deme Cydantidae ,of the deme Cydantidae ,Adjective,http://logeion.uchicago.edu/index.html#Κυδαντιδης,,,3,T,,
ΚΥΔΑΝΩ,κυδάνω,κυδανω,κυδανω,to hold in honour,to hold in honour,Verb,http://logeion.uchicago.edu/index.html#κυδάνω,,,,,,
ΚΥΔΙΑΝΕΙΡΑ,κυδιάνειρα –ας ἡ,κυδιανειρα –ας η,κυδιανειρα,glorifying,glorifying,Noun,http://logeion.uchicago.edu/index.html#κυδιάνειρα,,,1,,,
ΚΥΔΙΑΩ,κυδιάω – – – – –,κυδιαω – – – – –,κυδιαω,"to bear oneself proudly, go proudly along, exult","to bear oneself proudly, go proudly along, exult",Verb,http://logeion.uchicago.edu/index.html#κυδιάω,,,,,,
ΚΥΔΙΣΤΟΣ,κύδιστος –η –ον,κυδιστος –η –ον,κυδιστος,"most glorious, most honoured, noblest","most glorious, most honoured, noblest",Adjective,http://logeion.uchicago.edu/index.html#κύδιστος,,,1,,,
ΚΥΔΟΙΜΕΩ,κυδοιμέω,κυδοιμεω,κυδοιμεω,"to make an uproar, spread alarm","to make an uproar, spread alarm",Verb,http://logeion.uchicago.edu/index.html#κυδοιμέω,,,,,,
ΚΥΔΟΙΜΟΣ,κυδοιμός –οῦ ὁ,κυδοιμος –ου ο,κυδοιμος,"the din of battle, uproar, hubbub","the din of battle, uproar, hubbub",Noun,http://logeion.uchicago.edu/index.html#κυδοιμός,,,2,,,
ΚΥΔΟΣ,κῦδος –ους τό,κυδος –ους το,κυδος,"glory, majesty, might","glory, renown",Noun,http://logeion.uchicago.edu/index.html#κῦδος,,,3,,,
ΚΥΔΡΟΣ,κυδρός –ά –όν,κυδρος –α –ον,κυδρος,"glorious, illustrious, noble","glorious, illustrious, noble",Adjective,http://logeion.uchicago.edu/index.html#κυδρός,,,1,,,
ΚΥΔΩΝΕΣ,Κύδωνες –ων οἱ,Κυδωνες –ων οι,Κυδωνες,Cydonians,Cydonians,Noun,http://logeion.uchicago.edu/index.html#Κύδωνες,,,3,T,,
ΚΥΕΩ,κυέω κυήσω ἐκύησα κεκύηκα κεκύημαι ἐκυήθην,κυεω κυήσω εκύησα κεκύηκα κεκύημαι εκυήθην,κυεω,"to bear in the womb, to be pregnant with","to bear in the womb, to be pregnant with; to conceive",Verb,http://logeion.uchicago.edu/index.html#κυέω,,,,,,
ΚΥΘΕΡΕΙΑ,Κυθέρεια –ας ἡ,Κυθερεια –ας η,Κυθερεια,"Cythereia, epithet of Aphrodite","Cythereia, epithet of Aphrodite",Noun,http://logeion.uchicago.edu/index.html#Κυθέρεια,,,1,T,,
ΚΥΘΗΡΑ,Κύθηρα –ων τά,Κυθηρα –ων τα,Κυθηρα,Cythera,Cerigo,Noun,http://logeion.uchicago.edu/index.html#Κύθηρα,,,2,T,,
ΚΥΘΗΡΙΟΣ,Κυθήριος –α –ον,Κυθηριος –α –ον,Κυθηριος,Cytherean,Cytherean,Adjective,http://logeion.uchicago.edu/index.html#Κυθήριος,,,1,T,,
ΚΥΘΗΡΟΘΕΝ,Κυθηρόθεν,Κυθηροθεν,Κυθηροθεν,from Cythera,from Cythera,Adverb,http://logeion.uchicago.edu/index.html#Κυθηρόθεν,,,,T,,
ΚΥΚΑΩ,κυκάω κυκήσω ἐκυκησα ––– ––– ἐκυκήθην,κυκαω κυκησω εκυκησα ––– ––– εκυκηθην,κυκαω,to stir up,to stir up,Verb,http://logeion.uchicago.edu/index.html#κυκάω,,,,,,
ΚΥΚΕΩΝ,κυκεών –ῶνος ὁ,κυκεων –ωνος ο,κυκεων,"mixed drink, a potion, tankard","mixed drink, a potion, tankard",Noun,http://logeion.uchicago.edu/index.html#κυκεών,,,3,,,
ΚΥΚΛΑΔΕΣ,Κυκλάδες –ων αἱ,Κυκλαδες,Κυκλαδες,Cyclades,Cyclades,Noun,http://logeion.uchicago.edu/index.html#Κυκλάδες,,,3,T,,
ΚΥΚΛΕΩ,κυκλέω κυκλήσω ––– ––– ––– –––,κυκλεω κυκλησω ––– ––– ––– –––,κυκλεω,"to move round and round, wheel along","to move round and round, wheel along",Verb,http://logeion.uchicago.edu/index.html#κυκλέω,,,,,,
ΚΥΚΛΟΕΙΣ,κυκλόεις –εσσα –εν,κυκλοεις –εσσα –εν,κυκλοεις,circular,circular,Adjective,http://logeion.uchicago.edu/index.html#κυκλόεις,,,2,,,
ΚΥΚΛΟΣ,κύκλος –ου ὁ,κυκλος –ου ο,κυκλος,"ring, circle","a ring, circle, round",Noun,http://logeion.uchicago.edu/index.html#κύκλος,,,2,,,
ΚΥΚΛΟΣΕ,κυκλόσε,κυκλοσε,κυκλοσε,in or into a circle,in or into a circle,Adverb,http://logeion.uchicago.edu/index.html#κυκλόσε,,,,,,
ΚΥΚΛΟΤΕΡΗΣ,κυκλοτερής –ές,κυκλοτερης –ες,κυκλοτερης,made round by turning,made round by turning,Adjective,http://logeion.uchicago.edu/index.html#κυκλοτερής,,,3,,,
ΚΥΚΛΟΩ,κυκλόω κυκλώσω ἐκύκλωσα κεκύκλωκα κεκύκλωμαι ἐκυκλώθην,κυκλοω κυκλώσω εκυκλωσα κεκυκλωκα κεκυκλωμαι εκυκλώθην,κυκλοω,"to encircle, surround","to encircle, surround",Verb,http://logeion.uchicago.edu/index.html#κυκλόω,,,,,,
ΚΥΚΛΩΨ,Κύκλωψ –πος ὁ,Κυκλωψ –πος ο,Κυκλωψ,Cyclops,a Cyclops,Noun,http://logeion.uchicago.edu/index.html#Κύκλωψ,,,3,T,,
ΚΥΚΝΟΜΟΡΦΟΣ,κυκνόμορφος –ον,κυκνομορφος -ον,κυκνομορφος,swan-shaped,swan-shaped,Adjective,http://logeion.uchicago.edu/index.html#κυκνόμορφος,,,1,,,
ΚΥΚΝΟΣ,κύκνος –ου ὁ,κυκνος –ου ο,κυκνος,a swan,a swan,Noun,http://logeion.uchicago.edu/index.html#κύκνος,,,2,,,
ΚΥΛΙΝΔΩ,κυλίνδω ἐκύλισα κεκύλισμαι ἐκυλίσθην,κυλινδω εκυλισα κεκυλισμαι εκυλισθην,κυλινδω,"to roll, roll along","to roll, roll along",Verb,http://logeion.uchicago.edu/index.html#κυλίνδω,,,,,,
ΚΥΛΙΞ,κύλιξ –ιοκς ἡ,κυλιξ –ιοκς η,κυλιξ,drinking cup,"a cup, drinking-cup, wine-cup",Noun,http://logeion.uchicago.edu/index.html#κύλιξ,,,3,,,
ΚΥΛΙΩ,κυλινδῶ/κυλίνδω/κυλίω κυλινδήσω/κυλίσω ἐκύλισα ––– κεκύλισμαι ἐκυλινδήθην/ἐκυλίσθην,κυλινδω/κυλίνδω/κυλίω κυλινδησω/κυλίσω εκυλισα ––– κεκυλισμαι εκυλινδηθην/εκυλίσθην,κυλινδω,to roll along,to roll along,Verb,http://logeion.uchicago.edu/index.html#κυλίω,,,,,,
ΚΥΛΛΗΝΗ,Κυλλήνη –ης ἡ,Κυλληνη –ης η,Κυλληνη,"Cyllene, a mountain in Arcadia; a port town of Elis","Cyllene, a mountain in Arcadia; a port town of Elis",Noun,http://logeion.uchicago.edu/index.html#Κυλλήνη,,,1,T,,
ΚΥΛΛΗΝΙΟΣ,Κυλλήνιος –α –ον,Κυλληνιος –α –ον,Κυλληνιος,Cyllenian.,Cyllenian.,Adjective,http://logeion.uchicago.edu/index.html#Kυλλήνιος,,,1,T,,
ΚΥΛΛΟΠΟΔΙΩΝ,κυλλοποδίων –ονος ὁ,κυλλοποδιων –ονος ο,κυλλοποδιων,"club-footed, halting","club-footed, halting",Adjective,http://logeion.uchicago.edu/index.html#κυλλοποδίων,,,3,,,
ΚΥΛΩΝ,Κύλων –ωνος ὁ,Κυλων,Κυλων,Cylon (name),"Cylon, name of a man",Noun,http://logeion.uchicago.edu/index.html#Κύλων,,,3,T,,
ΚΥΜΑ,κῦμα –ατος τό,κυμα –ατος το,κυμα,wave,anything swollen,Noun,http://logeion.uchicago.edu/index.html#κῦμα,,,3,,,
ΚΥΜΑΙΝΩ,κυμαίνω κυμανῶ ἐκύμανα,κυμαινω κυμανω εκύμανα,κυμαινω,to rise in waves,to rise in waves,Verb,http://logeion.uchicago.edu/index.html#κυμαίνω,,,,,,
ΚΥΜΑΙΟΣ,Κυμαῖοι οἱ,Κυμαιοι οι,Κυμαιοι,Cymaeans,Cymaeans,Noun,http://logeion.uchicago.edu/index.html#Κυμαῖοι,,,2,T,,
ΚΥΜΑΤΟΩ,κυματόω,κυματοω,κυματοω,to cover with waves,to cover with waves,Verb,http://logeion.uchicago.edu/index.html#κυματόω,,,,,,
ΚΥΜΒΑΧΟΣ,κύμβαχος –ον,κυμβαχος –ον,κυμβαχος,head-foremost,head-foremost,Adjective,http://logeion.uchicago.edu/index.html#κύμβαχος,,,1,,,
ΚΥΜΗ,Κύμη ἡ,Κυμη η,Κυμη,"Cyme, Cumae","Cyme, Cumae",Noun,http://logeion.uchicago.edu/index.html#Κύμη,,,1,T,,
ΚΥΜΙΝΔΙΣ,κύμινδις –ιδος ὁ,κυμινδις –ιδος ο,κυμινδις,the night-jar,the night-jar,Noun,http://logeion.uchicago.edu/index.html#κύμινδις,,,3,,,
ΚΥΜΟΔΟΚΗ/2,Κυμοδόκη –ης ἡ,Κυμοδοκη –ης η,Κυμοδοκη,Cymodoce,Cymodoce,Noun,http://logeion.uchicago.edu/index.html#Κυμοδόκη,,,1,T,,
ΚΥΜΟΘΟΗ,κυμοθόη –ης ἡ,κυμοθοη –ης η,κυμοθοη,wave-swift,wave-swift,Noun,http://logeion.uchicago.edu/index.html#κυμοθόη,,,1,,,
ΚΥΝΑΜΥΙΑ,κυνάμυια –ας ἡ,κυναμυια –ας η,κυναμυια,dog-fly,dog-fly,Noun,http://logeion.uchicago.edu/index.html#κυνάμυια,,,1,,,
ΚΥΝΕΓΟΣ,κυνεγός –ου ὁ,κυνεγος –ου ο,κυνεγος,a hound-leader,but yet,Noun,http://logeion.uchicago.edu/index.html#κυνεγος,,,2,,,
ΚΥΝΕΗ,κυνέη –ης ἡ,κυνεη –ης η,κυνεη,"a dog skin; cap, helmet","a dog skin; cap, helmet",Noun,http://logeion.uchicago.edu/index.html#κυνέη,,,1,,,
ΚΥΝΕΟΣ,κύνεος –α –ον,κυνεος –α –ον,κυνεος,"shameless, unabashed","shameless, unabashed",Adjective,http://logeion.uchicago.edu/index.html#κύνεος,,,1,,,
ΚΥΝΕΩ,κυνέω κυνήσομαι ἐκύνησα,κυνεω κυνησομαι εκυνησα,κυνεω,to kiss,to kiss,Verb,http://logeion.uchicago.edu/index.html#κυνέω,,,,,,
ΚΥΝΗΓΕΣΙΟΝ,κυνηγέσιον –ου τό,κυνηγεσιον –ου το,κυνηγεσιον,"a hunting-establishment, huntsmen and hounds, a pack of hounds","a hunting-establishment, huntsmen and hounds, a pack of hounds",Noun,http://logeion.uchicago.edu/index.html#κυνηγέσιον,,,2,,,
ΚΥΝΗΓΕΤΕΩ,κυνηγετέω ––– ––– ––– ––– –––,κυνηγετεω ––– ––– ––– ––– –––,κυνηγετεω,to hunt,to hunt,Verb,http://logeion.uchicago.edu/index.html#κυνηγετέω,,,,,,
ΚΥΝΗΓΕΤΗΣ,κυνηγέτης –ου ὁ,κυνηγετης –ου ο,κυνηγετης,"a hunter, huntsman","a hunter, huntsman",Noun,http://logeion.uchicago.edu/index.html#κυνηγέτης,,,1,,,
ΚΥΝΗΓΕΤΙΚΟΣ,κυνηγετικός,κυνηγετικος,κυνηγετικος,"of or for hunting, fond of the chase","of or for hunting, fond of the chase",Adjective,http://logeion.uchicago.edu/index.html#κυνηγετικός,,,1,,,
ΚΥΝΗΓΕΩ,κυνηγέω,κυνηγεω,κυνηγεω,"to hunt, chase","to hunt, chase",Verb,http://logeion.uchicago.edu/index.html#κυνηγέω,,,,,,
ΚΥΝΗΓΙΑ,κυνηγία –ας ἡ,κυνηγια –ας η,κυνηγια,"hunt, chase, hunting","hunt, chase, hunting",Noun,http://logeion.uchicago.edu/index.html#κυνηγία,,,1,,,
ΚΥΝΟΡΑΙΣΤΗΣ,κυνοραιστής –οῦ ὁ,κυνοραιστης –ου ο,κυνοραιστης,"dog-tick, Ricinus communis","dog-tick, Ricinus communis",Noun,http://logeion.uchicago.edu/index.html#κυνοραιστής,,,1,,,
ΚΥΝΟΣ,Κῦνος –ου ὁ,Κυνος –ου ο,Κυνος,Cynus,Cynus,Noun,http://logeion.uchicago.edu/index.html#Κῦνος,,,2,T,,
ΚΥΝΟΣΠΑΡΑΚΤΟΣ,κυνοσπάρακτος –ον,κυνοσπαρακτος –ον,κυνοσπαρακτος,torn by dogs,torn by dogs,Adjective,http://logeion.uchicago.edu/index.html#κυνοσπάρακτος,,,1,,,
ΚΥΝΤΕΡΟΣ,κύντερος –α –ον,κυντερος –α –ον,κυντερος,more dog-like,more dog-like,Adjective,http://logeion.uchicago.edu/index.html#κύντερος,,,1,,,
ΚΥΝΩ/2,Κυνώ –οῦς ἡ,Κυνω –ους η,Κυνω,Cyno,Cyno,Noun,http://logeion.uchicago.edu/index.html#Κυνώ,,,3,T,,
ΚΥΝΩΠΗΣ,κυνώπης –ου,κυνωπης –ου,κυνωπης,the dog-eyed,the dog-eyed,Adjective,http://logeion.uchicago.edu/index.html#κυνώπης,,,1,,,
ΚΥΠΑΡΙΣΣΗΕΙΣ,Κυπαρισσήεις –εντος ἡ,Κυπαρισσηεις –εντος η,Κυπαρισσηεις,Cyparisseis,Cyparisseis,Noun,http://logeion.uchicago.edu/index.html#Κυπαρισσήεις,,,3,T,,
ΚΥΠΑΡΙΣΣΙΝΟΣ,κυπαρίσσινος –η –ον,κυπαρισσινος –η –ον,κυπαρισσινος,of cypress-wood,of cypress-wood,Adjective,http://logeion.uchicago.edu/index.html#κυπαρίσσινος,,,1,,,
ΚΥΠΑΡΙΣΣΟΣ,κυπάρισσος –ου ἡ,κυπαρισσος –ου η,κυπαρισσος,a cypress,a cypress,Noun,http://logeion.uchicago.edu/index.html#κυπάρισσος,,,2,,,
ΚΥΠΕΙΡΟΝ,κύπειρον –ου τό,κυπειρον –ου το,κυπειρον,galingale,galingale,Noun,http://logeion.uchicago.edu/index.html#κύπειρον,,,2,,,
ΚΥΠΕΛΛΟΝ,κύπελλον –ου τό,κυπελλον –ου το,κυπελλον,"a big-bellied drinking vessel, a beaker, goblet, cup","a big-bellied drinking vessel, a beaker, goblet, cup",Noun,http://logeion.uchicago.edu/index.html#κύπελλον,,,2,,,
ΚΥΠΡΙΟΣ/2,Κύπριος –a –ον,Κυπριος –a –ον,Κυπριος,"of Cyprus, Cyprian","of Cyprus, Cyprian",Adjective,http://logeion.uchicago.edu/index.html#Κύπριος,,,1,T,,
ΚΥΠΡΙΣ,Κύπρις –ιδος ἡ,Κυπρις -ιδος η,Κυπρις,Cypris,Cypris,Noun,http://logeion.uchicago.edu/index.html#Κύπρις,,,3,T,,
